Year,Company_name,SEC_code,Industry_type,CSR_commitee,CSR_board_size,Compliance_environmental_laws,EPA_fines,Amount_of_fines,SDG_targets,Issue_green_bonds,Govt_collaboration,Total_carbon_emissions,Direct_carbon_emissions,Indirect_carbon_emissions,Scope3_carbon_emissions,Environmental_scores,Disclosure_scores,Energy_conservation,Water_treatment,Recycling,Biodiversity,Waste_management,Green_innovation,GHG_sales,Net_zero_targets,Disclosure_of_R&D,Climate_change_policy,Renewal_energy,Dow_jones_sustainability_index,FTSE4Good_Index,MSCI_ESG_index,Global_reporting_initiative,Integrated_reporting_framework,Risk_score,Controversy_level,Planning_zero_carbon,ESG_funds
2018,Edison International,EIX,4,0,0,1,1,486772,ESG,0,1,2200,1100,1100,15600,36.15,56.89,1,1,0,1,1,1,180.64,0,0,1,1,1,0,3,1,0,27.43,3,1,608
2018,Electronic Arts,EA,1,1,3,0,0,0,ESG,0,0,0,0,0,0,0,32.58,0,0,0,0,0,0,25.96,0,0,0,0,1,0,3,0,2,10.36,2,0,1019
2018,Eli Lilly,LLY,6,0,0,0,0,0,ESG,0,0,1375,392,983,283,43.1,59.26,1,1,1,1,1,0,30.08,1,0,1,0,1,0,3,0,0,32.4,2,0,1112
2018,EMCOR Group,EME,9,0,0,1,0,0,ESG,0,0,0,0,0,0,1.24,35.51,1,0,0,0,1,1,34.04,0,0,0,0,1,0,0,0,0,0,0,1,147
2018,Emerson Electric,EMR,7,0,0,0,1,10996,ESG,0,1,715.99,146.63,569.37,0,32.59,51.31,1,1,0,0,1,1,48.29,0,0,0,0,1,0,3,1,0,29.47,2,0,711
2018,Energy Transfer,ET,4,0,0,1,0,0,EG,0,0,0,13549.5,0,0,3.17,22.94,0,0,0,0,0,0,566.47,0,0,0,0,1,0,0,0,0,0,0,0,21
2018,Entergy,ETR,4,1,3,1,0,0,ESG,0,1,40050,36500,3550,903.23,40.95,60.47,1,1,0,1,1,0,3569.12,1,0,1,0,1,0,3,1,0,29.8,2,0,440
2018,Enterprise Products Partners,EPD,3,1,3,0,0,0,EG,0,1,0,0,0,0,18.18,38.91,1,0,0,1,1,0,626.17,0,0,0,0,1,0,0,1,0,0,0,0,41
2018,EOG Resources,EOG,4,1,7,0,0,0,ESG,0,0,0,5405.64,0,0,28.15,53.76,1,1,0,0,1,1,416.08,1,0,1,0,1,0,3,0,0,36.25,1,0,505
2018,Equinix,EQIX,13,0,0,1,0,0,ESG,0,0,1963.09,46.69,1916.41,1581.38,33.92,54.51,1,1,0,1,1,1,418.53,1,1,1,1,1,0,3,1,0,11.79,1,1,1060
2018,Equitable Holdings,EQH,13,0,0,0,0,0,ESG,0,0,0,0,0,0,0,29.86,0,0,0,0,0,0,3.9,0,0,0,0,1,0,3,0,0,23.09,2,0,538
2018,Estee Lauder Companies,EL,6,1,6,0,0,0,ESG,0,0,93.93,34.54,59.39,2618.4,52.43,62.78,1,1,1,1,1,0,5.36,0,0,1,1,1,0,3,1,0,25.91,2,1,1002
2018,Eversource Energy,ES,4,0,0,1,0,0,ESG,1,0,812.24,69.37,642.87,19659.6,58.2,68.35,1,1,0,1,1,1,88.97,1,0,1,0,1,0,3,1,0,19.05,2,1,842
2018,Exelon,EXC,4,1,5,0,0,0,ESG,0,0,15646,9526,6120,110436,57.84,66.84,1,1,0,1,1,1,172.85,0,0,1,0,1,0,3,1,1,24.39,3,1,625
2018,Expeditros Intl. of Washington,EXPD,1,1,4,1,0,0,ESG,0,0,56.2,8.41,47.18,5.83,22.44,42.65,1,1,0,0,1,1,3.51,0,0,0,0,1,0,3,0,0,15.78,2,0,825
2018,Exxon Mobil,XOM,7,1,4,1,0,0,ESG,0,1,127000,119000,8000,0,44.67,62.8,1,1,0,1,1,0,692.79,0,0,1,0,1,0,3,1,0,36.47,3,0,531
2018,Fastenal,FAST,8,0,0,0,0,0,E,0,0,0,0,0,0,0.91,33.1,1,0,1,0,1,0,49.57,0,0,0,0,1,0,3,0,0,26.4,2,0,803
2018,FedEx,FDX,1,0,0,0,0,0,ESG,0,1,16202.4,15152.4,1049.99,5837.83,63.7,60.76,1,0,1,0,1,1,308.59,1,0,1,0,1,0,3,1,0,20.45,2,0,667
2018,Fidelity National Financial,FNF,13,0,0,0,0,0,-,0,0,0,0,0,0,0,35.26,0,0,0,0,0,0,12.84,0,0,0,0,1,0,3,0,0,23.94,1,0,428
2018,Fidelity National Information Services,FIS,12,1,5,0,0,0,ESG,0,1,0,0,0,0,14.38,40.01,0,0,0,0,0,0,7.17,1,0,0,0,1,0,3,0,0,18.08,1,0,769
2018,Fifth Third Bancorp,FITB,13,0,0,1,0,0,ESG,0,0,105.27,14.05,91.52,12.9,25.22,47.04,1,1,0,0,1,1,10.25,0,0,1,1,1,0,3,0,0,18.75,2,0,606
2018,First American Financial,FAF,13,0,0,0,0,0,ESG,0,0,4.17,0.43,3.74,0.08,8.4,38.92,1,1,0,0,1,0,0.67,0,0,1,0,1,0,0,0,0,22.75,3,0,165
2018,FirstEnergy,FE,4,1,5,1,0,0,ESG,0,0,19184.9,18085,1099.86,31905.2,61.43,61.11,1,1,0,1,1,1,1808.22,1,0,1,0,1,0,3,1,2,29.37,3,1,304
2018,Fiserv,FISV,12,0,0,0,0,0,EG,0,0,0,0,0,0,0,32.41,0,0,0,0,0,0,6.26,0,0,0,0,1,0,3,0,0,18.34,2,0,732
2018,Fluor,FLR,9,0,0,0,0,0,ESG,0,1,113.75,21.27,92.48,38.23,30.69,53.73,1,1,0,1,1,1,5.01,1,0,0,0,0,0,0,1,0,0,0,0,63
2018,Foot Locker,FL,2,0,0,1,0,0,ESG,0,0,0,0,0,0,0.33,32.86,0,0,0,0,0,0,12.46,0,0,0,0,1,0,0,0,0,14.39,2,0,116
2018,Ford Motor,F,19,1,8,1,0,0,ESG,0,1,4792.77,1142.96,3349.81,174463,67.86,71.93,1,1,1,1,1,1,33.95,1,1,1,1,1,0,3,1,0,29.95,3,0,604
2018,Fortnue Brands Home & Security,FBHS,16,1,4,0,0,0,ESG,0,0,321.68,65.59,255.09,0,34.25,53.43,1,1,0,1,1,0,44.76,0,0,0,0,1,0,3,0,0,25.64,0,0,747
2018,Fox,FOXF,16,0,0,1,0,0,ESG,0,0,0,0,0,0,1.75,33.39,1,1,0,0,1,0,42.16,0,0,0,0,1,0,0,0,2,0,0,0,89
2018,Franklin Resources,BEN,13,0,0,1,0,0,ESG,0,0,0,0,0,0,2.08,35.74,1,1,0,0,1,0,4.57,1,0,0,0,1,2,3,0,2,18.18,2,0,587
2018,FreeportMcMoRan,FCX,3,1,3,1,0,0,ESG,0,1,0,5240.16,0,5240.16,74.33,72.26,0,1,0,1,1,0,466.81,1,1,1,1,1,0,3,1,0,31.94,4,0,384
2018,Gap,GPS,2,1,3,0,0,0,ESG,0,0,409.14,26.32,382.82,651.1,34.7,55.75,1,1,1,1,1,0,17.38,1,1,1,0,0,0,0,1,0,15.18,3,0,194
2018,General Dynamics,GD,18,0,0,1,0,0,EG,0,1,794.16,0,0,0,1.24,35.38,1,0,0,0,1,0,21.3,0,0,0,0,1,0,3,0,0,34.88,3,0,211
2018,General Electric,GE,7,1,5,0,0,0,EG,0,0,2800,1290,0,1510,34.25,56.42,1,1,0,1,1,0,42.77,1,1,1,0,1,2,3,1,1,40.81,3,0,516
2018,General Mills,GIS,5,1,3,0,0,0,ESG,0,1,875,284,591,14458,54.58,65.21,1,1,1,1,1,1,59.36,1,1,1,0,1,2,3,1,0,21.51,2,0,1001
2018,General Motors,GM,19,1,3,1,0,0,ESG,0,1,6067.51,1744.75,4322.76,265146,74.45,79,1,1,0,1,1,1,38.34,1,1,1,1,1,2,3,1,0,30.89,4,1,605
2018,Genuine Parts,GPC,8,0,0,0,0,0,ESG,0,0,0,0,0,0,25.58,41.45,1,1,0,0,1,0,19.04,0,0,0,0,1,0,3,0,0,12.64,2,0,623
2018,Genworth Financial,GNW,13,0,0,0,0,0,ESG,0,0,5.95,0.9,5.05,2.3,15.04,38.12,1,0,0,0,0,0,0.94,0,0,0,0,1,2,0,0,0,0,0,0,121
2018,Gilead Sciences,GILD,6,1,3,1,0,0,ESG,0,1,92.38,46.45,45.94,38.19,46.3,62.27,1,1,0,1,1,1,4.53,0,1,1,0,1,0,3,1,0,22.08,2,0,1143
2018,Global Payments,GPN,13,0,0,0,0,0,ESG,0,0,0,0,0,0,2.08,34.07,1,1,0,0,1,1,4.9,1,0,0,0,1,0,3,0,0,19.18,2,0,636
2018,Goldman Sachs Group,GS,13,1,3,0,0,0,ESG,1,1,196.29,11.48,184.81,139.89,40.68,46.82,1,1,0,0,1,1,2.83,1,0,1,1,1,2,3,0,0,26.16,3,0,708
2018,Goodyear Tire & Rubber,GT,7,1,4,0,0,0,ESG,0,0,2742.31,1191.8,1550.51,0,49.41,51.98,1,1,0,1,1,0,166.96,1,1,1,0,1,0,0,1,0,0,0,0,90
2018,Graphic Packaging Holding,GPK,7,0,0,0,0,0,ESG,0,0,2106.43,1374.53,731.9,2234.23,54.09,57.05,1,1,1,1,1,0,362.66,0,1,1,0,1,0,0,1,0,16.43,0,0,163
2018,Group 1 Automotive,GPI,19,0,0,1,0,0,EG,0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,8.45,0,0,0,0,1,0,0,0,2,0,0,0,127
2018,Halliburton,HAL,4,1,3,0,1,38500,ESG,0,1,5010.19,4738.95,271.23,73.39,50.26,66.02,1,1,0,1,1,1,288.91,0,1,1,0,1,2,3,1,0,23.8,2,0,603
2018,Hanesbrands,HBI,2,0,0,1,0,0,ESG,0,0,290.58,106.84,183.73,4306.23,54.24,54.01,1,1,0,0,1,1,36.21,0,1,0,1,1,0,0,0,2,14.51,2,0,136
2018,Hartford Financial Services Group,HIG,13,1,5,1,0,0,ESG,0,0,34.22,13.97,20.25,48.01,37.93,57.36,1,1,0,0,1,0,1.19,1,0,1,1,1,2,3,1,0,16.17,1,0,752
2018,Hashbro,HAS,20,1,6,1,0,0,ESG,0,0,13.08,5.45,7.63,489.04,58.26,60.45,1,1,1,0,1,0,2.35,0,0,1,0,1,0,3,1,0,9.36,2,0,805
2018,HCA Healthcare,HCA,6,0,0,0,0,0,EG,0,0,0,0,0,0,1.96,34.95,0,0,0,0,0,0,34.1,0,0,0,0,1,0,0,0,0,28.24,2,0,0
2018,Henry Schein,HSIC,6,0,0,0,0,0,ESG,0,0,0,0,0,38.8,19.33,43.26,1,0,1,0,1,1,2.54,0,0,1,0,1,0,3,0,0,13.48,2,0,690
2018,Hershey,HSY,5,0,0,0,0,0,ESG,0,1,351.98,126.26,225.72,6592.15,65.84,66.31,1,1,1,1,1,1,45.66,0,1,1,0,1,2,3,1,0,27.21,3,0,705
2018,Hewlett Packard Enterprise,HPE,12,1,3,0,0,0,ESG,0,1,403.02,67.66,335.36,10019.3,59.83,69.25,1,1,1,1,1,1,13.1,1,1,1,1,1,2,3,1,0,11.94,2,0,842
2018,Home Depot,HD,16,0,0,1,0,0,ESG,0,0,2115.27,433.63,1681.64,3791.81,20.6,48.41,1,1,1,0,1,0,17.24,0,0,0,1,1,0,3,1,0,12.54,2,0,1272
2018,Honeywell International,HON,16,1,6,0,0,0,ESG,0,1,2527.99,1479.15,1048.84,1342.63,24.89,45.99,1,1,0,1,0,1,67.75,1,0,1,0,1,0,3,0,1,29.31,3,0,382
2018,Hormel Foods,HRL,5,1,5,0,0,0,ESG,0,1,694,216,478,0,26.06,53.38,1,1,1,0,1,0,128.54,0,0,0,0,1,0,3,1,0,27.86,3,0,716
2018,HP,HPG,12,1,5,1,0,0,ESG,0,1,318.2,65.9,252.3,44470,61.82,69.78,1,1,1,1,1,1,5.09,1,1,1,1,0,0,3,1,0,10.77,2,,897
2018,Humana,HUM,6,0,0,0,0,0,ESG,0,0,102.69,16.41,86.28,105.6,40.59,53.99,1,0,1,0,1,0,1.31,0,0,1,1,1,2,3,1,0,22.37,2,0,945
2018,Huntington Ingalls Industries,HII,7,0,0,1,0,0,EG,0,0,0,0,0,0,14.86,39.65,1,0,0,0,1,0,54.37,0,0,0,0,1,0,3,0,2,35.45,2,0,243
2018,Huntsman,HUN,3,1,4,0,0,0,ESG,0,0,2692.86,1800.58,892.28,0,42.01,50.7,1,1,0,0,1,0,232.99,0,0,0,0,1,0,0,1,2,29.33,1,0,83
2018,IBM,IBM,12,1,3,1,0,0,ESG,0,1,1257.66,124.63,1133.03,1346.7,64.97,68.14,1,1,1,1,1,1,21.19,1,0,1,1,0,0,3,1,0,14.77,2,1,910
2018,Icahn Enterprises,IEP,13,0,0,1,0,0,EG,0,0,0,0,0,0,0,16.53,0,0,0,0,0,0,26.38,0,0,0,0,1,0,0,0,2,0,0,0,4
2018,Illinois Tool Works,ITW,7,0,0,0,0,0,ESG,0,0,674.83,134.12,540.72,472.34,43.19,54.49,1,1,1,0,1,0,36.82,0,0,0,0,1,0,3,0,0,19.6,2,0,872
2018,Ingredion,INGR,5,1,3,0,0,0,ESG,0,0,3946.11,2998.91,947.2,2592.03,28.66,51.16,1,1,0,1,1,0,596.76,0,0,0,0,1,0,0,1,0,28.55,2,0,140
2018,Insight Enterprises,NSIT,1,0,0,1,0,0,ESG,0,0,0,0,0,0,0,32.56,0,0,0,0,0,0,7.72,0,0,0,0,1,0,0,0,2,0,0,0,100
2018,Intel,INTC,12,1,3,0,0,0,ESG,0,1,4377,1458,2919,20979,63.91,73.28,1,1,1,1,1,1,89.51,0,0,1,1,1,2,3,1,0,17.26,3,0,1128
2018,Intercontinental Exchange,ICE,12,1,4,0,0,0,ESG,0,0,0,0,0,0,1.24,34.41,1,0,0,0,1,1,10.05,0,0,0,0,1,2,3,0,0,16.34,2,0,838
2018,International Paper,IP,7,1,5,1,0,0,ESG,0,0,12500,8800,3700,0,27.57,52.93,1,1,1,1,1,0,701.42,0,0,1,0,1,0,3,1,1,23.82,3,0,733
2018,Interpublic Group,IPG,1,1,7,1,0,0,ESG,0,0,32.54,4.76,27.78,62.83,29.66,48.45,1,1,0,0,1,1,5.92,0,0,0,0,1,0,3,1,0,15.15,1,0,867
2018,Intuit,INTU,12,0,0,0,0,0,ESG,0,0,9.67,2.05,7.62,28.46,25.88,45.45,1,1,0,0,1,1,0.48,0,1,0,1,1,0,3,1,0,16.2,2,0,1185
2018,IQVIA Holdings,IQV,6,0,0,1,0,0,EG,0,1,88.46,36.78,51.68,97.24,21.29,40.41,1,0,0,0,1,0,6.02,0,1,0,0,1,0,3,0,0,19.24,2,0,846
2018,J.B. Hunt Transport Services,JBHT,18,0,0,1,0,0,ESG,0,0,1805.23,1781.98,23.25,1502.14,20.57,46.13,0,0,0,0,1,0,187.12,0,0,0,0,1,0,3,0,2,14.32,1,0,560
2018,J.M. Smucker,SJM,5,1,4,0,0,0,ESG,0,0,436.03,187.93,248.1,0,37.15,46.97,1,1,1,0,1,1,50.08,0,1,0,0,1,0,3,1,0,30.92,2,0,806
2018,Jabil,JBL,1,0,0,0,0,0,ESG,0,0,0,46.35,0,29.29,44.22,52.12,1,1,1,0,1,0,83.16,0,0,0,0,1,0,0,1,0,10.89,1,0,143
2018,Jacobs (Jacobs Engineering Group),J,9,0,0,1,0,0,EG,0,1,0,0,0,0,20.18,42.71,1,1,0,0,1,0,24.92,1,1,1,0,1,2,0,0,1,0,0,0,4
2018,Jefferies Financial Group,JEF,13,0,0,0,0,0,ESG,0,0,11.43,3.32,8.11,0,5.98,33.57,0,0,0,0,0,0,2.09,0,0,1,0,1,0,0,0,0,24.14,2,0,173
2018,Jnoes Lang LaSalle (JLL),JLL,1,0,0,0,0,0,ESG,0,1,64.55,36.42,28.14,13823.6,40.92,55.43,1,1,0,0,1,1,2.93,1,1,1,0,1,2,0,1,2,7.47,1,0,261
2018,Johnson & Johnson,JNJ,6,1,4,0,0,0,ESG,0,1,1133.82,452.41,681.42,19764.8,66.29,69.31,1,1,1,1,1,1,13.25,1,1,1,1,1,2,3,1,0,25.08,4,0,1019
2018,JPMorgan Chase,JPM,13,1,3,0,0,0,ESG,1,1,822.56,83.1,739.46,176.36,35.06,54.9,1,1,0,1,1,1,4.82,1,0,1,1,1,2,3,1,0,29.02,3,0,1050
2018,KBR,KBR,9,1,4,1,0,0,ESG,0,1,0,0,0,0,17.64,44.94,1,1,0,1,1,0,6.95,1,0,0,0,1,0,0,1,0,23.42,4,0,52
2018,Kellogg,K,5,1,5,0,0,0,ESG,0,0,1008,441,567,0,39.2,58.52,1,1,1,1,1,0,88.39,0,0,1,1,1,2,3,1,0,26.84,2,0,879
2018,Keurig Dr Pepper,KDP,5,0,0,0,0,0,ESG,0,0,440.06,273.58,166.48,6428.21,53.67,57.51,1,1,1,0,1,1,44.95,0,1,1,1,1,0,3,1,0,21.19,2,0,681
2018,KeyCorp,KEY,13,1,5,1,0,0,ESG,0,0,60.43,14.53,45.9,52.97,35.82,51.75,1,0,0,0,1,1,7.34,0,1,0,1,1,0,3,1,0,23.15,1,0,798
2018,KimberlyClark,KMB,5,1,5,0,0,0,ESG,0,1,4470,2080,2390,12103,71.55,70.87,1,1,1,1,1,1,212.26,0,1,1,0,1,0,3,1,0,22.05,2,0,886
2018,Kinder Morgan ,KMI,9,1,3,0,1,648000,ESG,0,0,17500,14100,3400,0,36.12,67.45,1,1,0,1,0,1,1283.27,0,0,1,0,1,0,3,1,0,18.55,2,0,598
2018,KKR,KKR,13,0,0,0,0,0,ESG,0,0,0,0,0,0,2.08,21.29,1,1,0,0,1,0,0.36,0,0,1,0,1,0,3,0,0,0,2,0,434
2018,KLA,KLAC,12,0,0,1,0,0,ESG,0,0,0,0,0,0,16.46,40.66,1,1,1,0,1,0,36.97,0,0,0,0,1,0,3,0,0,16.91,0,0,746
2018,Kohl's,KSS,2,0,0,0,0,0,ESG,1,1,553.93,47.03,506.9,499.9,26.94,45.16,1,1,0,0,1,1,24.4,0,0,1,0,1,2,0,0,0,12.63,2,0,188
2018,Kraft Heinz,KHC,5,0,0,0,0,0,ESG,0,0,0,0,0,0,17.12,43.3,1,1,1,0,1,0,73.46,0,0,1,0,1,0,3,0,0,35.3,3,0,570
2018,Kroger,KR,5,1,5,1,0,0,ESG,0,1,6824.38,2788.65,4035.72,1685.86,37.24,51.83,1,1,1,0,1,0,47.73,0,0,1,0,1,0,3,1,0,21.39,3,0,778
2018,L3Harris Technologies,LHX,12,1,4,1,0,0,EG,0,0,0,0,0,0,16.46,42.49,1,1,0,0,1,1,21.19,0,0,0,0,1,0,3,0,0,29.66,2,0,332
2018,Laboratory Corp. of America,LH,6,1,4,0,0,0,EG,0,1,0,0,0,0,14.38,39.15,0,0,0,0,0,0,32.54,0,1,0,0,0,0,3,0,0,19.04,2,0,871
2018,Lam Research,LRCX,9,0,0,1,0,0,ESG,0,0,92.56,27.43,65.14,34.56,45.39,57.98,1,1,1,0,1,0,13.29,1,0,1,0,1,0,3,1,0,13.66,1,0,1015
2018,Lear,LEA,7,1,5,0,0,0,ESG,0,1,502.35,111.86,390.46,0,45.09,59.45,1,1,0,1,1,0,23.17,1,0,0,0,1,0,3,1,0,12.51,2,0,474
2018,Leidos Holdings,LDOS,9,1,5,0,0,0,ESG,0,1,58.27,2.53,55.74,90.87,35.94,52.62,1,1,0,0,0,0,4.79,0,0,0,0,1,0,3,1,0,11.5,1,0,292
2018,Lennar ,LEN,9,0,0,1,0,0,EG,0,0,0,0,0,0,0.33,32.69,0,0,0,0,0,0,2.58,0,0,0,0,1,2,3,0,1,23.06,2,0,518
2018,Liberty Media,FWONK,10,0,0,0,0,0,EG,0,0,0,0,0,0,1.75,28.43,1,1,0,0,1,0,1.92,1,0,0,0,1,0,3,0,2,0,0,0,285
2018,Lincoln National,LNC,15,0,0,0,0,0,ESG,0,0,13.31,2.91,10.41,38.85,37.51,51.21,1,0,0,0,1,0,0.43,0,0,1,0,1,2,3,0,0,16.91,2,0,648
2018,Lithia Motors,LAD,19,0,0,0,0,0,EG,0,0,0,0,0,0,0,30.86,0,0,0,0,0,1,3.5,0,0,0,0,1,0,0,0,0,12.53,2,0,118
2018,LKQ,LKQ,17,0,0,0,0,0,ESG,0,0,0,0,0,0,6.22,37.28,0,0,0,0,0,0,29.79,1,0,0,0,1,0,3,0,0,12.87,2,0,812
2018,Lockheed Martin,LMT,12,1,5,0,0,0,ESG,0,0,964.63,291.52,673.11,30551,41.32,60.58,1,1,0,1,1,1,14.97,0,0,1,1,1,2,3,1,0,28.36,3,0,218
2018,Loews,L,16,0,0,1,0,0,EG,0,0,0,0,0,0,3.59,33.99,1,1,1,1,1,0,7.06,0,0,1,0,1,0,3,0,0,16.48,2,0,450
2018,Lowe's,LOW,16,0,0,1,0,0,ESG,0,1,2422,400,2022,0,40.02,53.85,1,1,0,1,1,0,20.23,0,0,0,1,1,0,3,1,0,11.49,3,0,1148
2018,LPL Financial Holdings,LPLA,13,1,4,1,0,0,EG,0,0,0,0,0,0,6.89,37.09,0,0,0,0,0,0,1.08,0,0,0,0,0,2,3,0,2,23.09,2,0,288
2018,Lumen Technologies,LUMN,12,0,0,1,0,0,ESG,0,0,2261.77,286.6,1975.17,2178.5,47.15,53.97,1,0,0,0,1,1,114.52,0,1,1,0,1,2,3,0,0,24.01,2,1,580
2018,M&T Bank,MTB,13,0,0,0,0,0,EG,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,7.1,0,0,0,0,1,0,3,0,2,26.16,1,0,546
2018,Macy's,M,2,0,0,0,0,0,ESG,0,0,729.7,97.84,631.86,0,22.41,42.89,1,1,1,0,1,1,22.12,0,0,0,0,1,0,0,0,0,16.81,2,0,184
2018,Magellan Health,MGLN,6,0,0,0,0,0,E,0,0,0,0,0,0,14.38,37.67,0,0,0,0,0,0,5.94,0,0,0,0,1,0,0,0,2,0,0,0,17
2018,ManpowerGroup,MAN,1,0,0,0,0,0,ESG,0,0,57.22,28.52,28.7,47.3,39.47,54.19,1,1,0,0,1,1,1.7,0,1,0,0,1,2,0,0,0,9.95,2,0,229
2018,Marathon Petroleum,MPC,18,1,6,1,0,0,ESG,0,1,44400,36400,8000,0,48.23,60.63,1,1,0,1,1,0,584.88,0,0,1,0,1,0,3,1,0,28.7,3,0,0
2018,Markel,MKL,15,0,0,0,0,0,EG,0,0,0,0,0,0,0.33,31.69,0,0,0,0,0,0,4.25,0,0,0,0,1,0,3,0,2,29.52,2,0,397
2018,Marriott International,MAR,1,0,0,0,0,0,ESG,0,1,6836.3,1351.58,5484.72,8935.34,58.44,60.29,1,1,1,1,1,1,306.71,0,1,1,1,1,0,3,1,0,21.89,3,0,586
2018,Marsh & McLennan,MMC,15,1,5,0,0,0,ESG,0,1,94.28,19.16,75.13,73.78,19.87,42.08,1,0,0,0,1,1,6.6,1,0,0,0,1,0,3,1,0,19.45,2,0,1049
2018,Masco,MAS,7,0,0,0,0,0,ESG,0,0,317,106,211,0,16.97,45.59,0,1,0,0,1,0,27.72,0,0,0,0,1,0,3,1,0,25.93,1,0,808
2018,MasTec,MTZ,9,0,0,0,0,0,G,0,0,0,0,0,0,0.33,32.9,0,0,0,0,0,0,76.7,0,0,0,0,1,0,0,0,0,35.7,1,0,160
2018,Mastercard,MA,13,0,0,0,0,0,ESG,0,1,57.69,4.83,52.86,495.96,38.42,57.65,1,1,0,0,1,1,3.38,1,1,1,0,1,2,3,1,0,16.98,4,0,1310
2018,McCormick,MKC,7,0,0,1,0,0,EG,0,0,117.23,31.83,85.4,2463.04,58.38,60.22,1,1,1,0,1,1,22.36,0,1,1,0,1,2,3,1,2,26.53,2,0,792
2018,McDonald's,MCD,5,1,3,0,0,0,ESG,0,1,679.5,114.31,565.2,12308.4,35.1,46.14,1,1,1,1,1,0,39.17,1,1,1,0,1,0,3,0,0,24.79,3,0,850
2018,McKesson,MCK,17,0,0,1,0,0,ESG,0,1,303.3,124.91,178.38,75.51,36.73,53.17,1,1,0,0,1,1,1.36,1,0,1,0,1,0,3,1,0,15.17,3,0,649
2018,MDU Resources Group,MDU,9,0,0,1,0,0,EG,0,1,2868.69,0,0,0,28.09,43.59,1,1,0,1,1,0,3276.09,0,0,1,0,1,0,0,0,2,0,0,0,85
2018,Merck,MRK,6,1,6,1,0,0,ESG,0,1,1208.1,783.5,424.6,6231.7,69.95,74.92,1,1,1,0,1,1,27.81,1,0,1,1,1,0,3,1,0,21.84,3,0,1232
2018,Meta Platforms,META,12,0,0,1,0,0,ESG,0,0,1156,19,1137,652,35.34,48.39,1,1,0,0,0,1,31.31,1,1,1,1,1,0,3,0,1,32.54,4,0,948
2018,MetLife,META,15,1,5,0,0,0,ESG,0,1,112.48,16.02,96.47,7135.18,43.52,54.95,1,1,0,0,1,1,1.06,1,0,1,0,1,2,3,1,0,14.95,2,0,797
2018,Micron Technology ,MU,12,1,6,1,0,0,ESG,0,1,0,0,0,0,64.12,60.63,1,1,0,0,1,1,299.78,1,0,1,0,1,0,3,1,1,17.44,2,0,879
2018,Microsoft,MSFT,12,1,5,0,1,0,ESG,0,1,3091.25,90.72,3000.52,17834.5,70.58,64.86,1,1,1,1,1,0,34.95,1,1,1,1,1,2,3,1,0,15.24,3,0,2003
2018,Mohawk Industries,MHK,16,1,3,0,0,0,E,0,0,0,0,0,0,17.64,39.66,1,1,0,1,1,1,315.6,0,0,0,0,1,0,3,0,0,14.05,2,0,478
2018,Molina Healthcare,MOH,6,0,0,0,0,0,EG,0,1,0,0,0,0,0,29.62,0,0,0,0,0,1,2.39,0,0,0,0,1,0,3,0,0,28.5,1,0,529
2018,Molson Coors Beverage,TAP,5,0,0,0,0,0,ESG,0,0,1103.63,436.46,667.17,4935.89,48.47,62.91,1,1,1,0,1,0,114.63,0,1,0,0,1,2,3,1,0,21.47,2,0,508
2018,Mondelez International ,MDLZ,5,1,5,0,0,0,ESG,0,1,1781.22,819.93,961.29,18341.2,52.91,61.69,1,1,1,1,1,1,68.03,1,1,1,0,1,0,3,0,0,23.78,3,0,793
2018,Moody's,MCO,13,0,0,1,0,0,ESG,1,1,0,0.16,0,7.84,25.37,45.41,1,0,0,0,1,1,0.24,1,1,1,0,1,0,3,1,0,10.59,2,0,962
2018,Morgan Stanley,MS,13,1,3,0,0,0,ESG,1,0,239.1,29.8,209.3,17990.82,33.22,51.52,1,0,0,0,0,1,3.93,1,1,1,1,1,0,3,0,0,22.38,3,0,956
2018,Mosaic,MOS,3,1,6,0,1,190000,ESG,0,1,5440.44,3753.78,1686.66,6997.2,86.17,80.97,1,1,0,1,1,1,766.84,0,0,1,0,1,0,3,1,0,36.87,2,0,699
2018,Motorola Solutions,MSI,11,1,3,1,0,0,ESG,0,1,89.94,15.29,74.65,1887.26,51.65,61.97,1,1,1,0,1,0,9.64,0,1,1,0,1,0,3,1,0,13.75,3,0,801
2018,Murphy USA,MUSA,4,0,0,1,0,0,EG,0,0,0,0,0,0,0.76,32.34,1,0,0,0,0,0,214.52,0,0,0,0,1,0,0,0,2,0,0,0,109
2018,Nasdaq,NDAQ,13,1,4,1,0,0,ESG,0,0,14.44,0,14.44,4.27,24.49,42.93,1,1,0,0,1,1,0,1,1,1,0,1,2,3,0,0,11.93,2,0,700
2018,Nationwide,NBS,13,0,0,0,0,0,ESG,0,0,35.27,6,29.27,0,26.61,48.27,1,1,0,0,1,0,3.04,1,0,0,0,1,0,3,0,0,12.98,2,0,0
2018,Navistar International,NAV,19,0,0,1,0,0,ESG,0,0,214,88.98,125.01,5.37,43.91,50.7,1,1,1,0,1,0,26.28,0,0,1,0,1,0,0,1,0,0,0,0,11
2018,NCR,NCR,12,0,0,0,0,0,ESG,0,0,0,0,0,0,15.13,38.95,0,0,0,0,0,0,36.56,0,0,0,0,1,0,0,0,0,20.36,2,0,86
